"" "accomplished" "active" "affectionate" "afraid" "agreeable" "alone" "amazing" "amusing" "angry" "anxious" "ashamed" "attentive" "attractive" "average" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "bold" "bright" "brilliant" "busy" "calm" "capable" "careless" "caring" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "conceited" "concerned" "confident" "confused" "conscientious" "consistent" "cool" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "demanding" "desirable" "determined" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "disturbed" "eager" "embarrassed" "embarrassing" "employed" "encouraged" "encouraging" "evil" "excellent" "excited" "exhausted" "experienced" "extraordinary" "fair" "faithful" "familiar" "famous" "fine" "firm" "foolish" "fortunate" "forward" "friendly" "frightening" "furious" "generous" "gentle" "genuine" "giving" "glad" "good" "good-looking" "good-natured" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "helpless" "honest" "hopeful" "ignorant" "impatient" "important" "independent" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "irritable" "irritated" "irritating" "jealous" "joyful" "kind" "kind-hearted" "laughing" "liberal" "little" "lively" "lonely" "loud" "lovely" "loving" "lucky" "mature" "mean" "modest" "narrow-minded" "natural" "neat" "neglected" "nice" "noisy" "old" "old-fashioned" "open" "ordinary" "original" "overrated" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "positive" "pretty" "private" "productive" "prompt" "proper" "proud" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "respectful" "rich" "ridiculous" "romantic" "rude" "rushed" "sad" "satisfied" "secure" "self-assured" "selfish" "sensible" "sentimental" "serious" "shallow" "short" "shy" "sincere" "smart" "social" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "sweet" "sympathetic" "tall" "terrific" "thankful" "thin" "thinking" "thorough" "thoughtless" "tired" "traditional" "troubled" "trusted" "trusting" "uncomfortable" "understanding" "unfriendly" "ungraceful" "unhappy" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "wealthy" "well" "well-known" "wise" "wonderful" "worthy" "young" "youthful"
"friendly" 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 2 0 0 2 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0
"frightening" 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 2 1 2 0 0 0 1 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"furious" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"generous" 0 0 1 1 2 2 0 0 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 2 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 0 0 2 3 0 0 0 0 0 0 1 1 3 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 4 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 1 0 2 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 1 4 0
"gentle" 0 0 1 1 2 0 0 0 0 2 2 0 0 0 0 0 0 2 2 0 1 0 0 1 0 0 1 0 1 2 0 1 0 1 0 1 1 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 3 0 0 0 0 1 1 0 0 0 0 2 3 0 0 1 0 3 0 0 0 3 0 0 1 1 0 0 0 0 0 0 2 1 1 0 1 0 0 1 2 0 1 3 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 3 1 0 0 5 2 0 0 0 0 1 0 1 0 0 0 1 0 0 0 4 0 1 0 0 0 1 1 0 0 1 1 0 2 1 2 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 1 0 0 0 0 4 0 2 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 2 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 6 0 0 0 1 5 0
"genuine" 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 2 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 2 0
"giving" 0 0 2 2 4 1 0 1 3 2 3 0 1 1 0 0 0 2 1 0 2 3 0 1 0 1 2 0 2 1 1 2 0 1 2 3 0 2 0 0 1 1 0 0 0 0 0 3 1 2 0 0 2 0 0 1 0 0 0 0 1 0 0 0 1 0 3 1 0 0 1 1 0 2 0 1 5 0 0 0 3 0 2 1 1 2 0 0 2 8 0 2 0 1 0 12 0 2 6 1 1 0 1 0 2 2 3 0 0 0 1 1 2 0 0 1 0 1 0 8 0 1 1 9 1 0 1 1 0 1 0 3 0 1 0 2 0 0 0 5 1 6 2 1 1 0 2 0 3 4 1 0 7 4 6 1 0 0 1 0 1 0 1 2 1 1 0 1 0 0 1 1 1 2 1 1 0 1 0 1 0 8 1 1 0 0 3 0 0 0 1 0 1 0 0 0 1 1 0 4 0 1 2 0 0 0 0 0 0 1 1 1 0 0 2 0 2 1 2 10 0 1 1 1 8 1
"glad" 0 0 3 3 4 8 2 1 3 3 4 0 0 1 1 0 0 1 3 0 0 0 1 0 1 0 1 0 1 4 1 2 1 2 2 3 1 4 0 0 0 0 0 1 1 0 0 1 4 3 2 1 7 1 1 3 0 1 3 1 3 0 0 0 0 0 2 1 0 0 2 2 4 2 0 1 7 1 2 1 3 0 1 0 1 1 0 2 0 17 1 4 1 2 1 13 0 2 9 2 0 1 3 0 0 1 0 1 0 0 0 2 2 0 1 0 0 0 1 10 0 2 0 17 1 1 2 0 1 2 0 6 0 0 1 0 0 3 0 8 2 5 0 0 0 0 1 0 3 4 2 0 7 3 4 1 1 1 2 2 2 2 0 1 1 0 0 1 0 1 0 1 1 3 3 1 0 5 0 1 0 9 0 1 1 1 5 0 2 0 3 0 6 4 0 0 0 0 0 5 0 0 3 0 1 2 0 2 1 1 0 0 1 1 0 1 0 3 0 16 1 1 0 1 14 2
"good" 1 0 9 10 11 11 1 1 5 7 8 1 1 2 2 1 1 6 7 0 2 2 1 1 1 3 3 1 7 10 1 4 2 4 5 5 0 5 0 0 0 1 0 1 1 0 1 4 6 14 2 1 10 2 2 6 1 1 3 1 9 0 0 1 2 1 6 8 2 1 3 6 6 3 1 6 16 1 4 1 8 2 2 0 3 1 1 8 17 0 2 5 1 1 2 37 0 12 22 6 2 1 4 1 3 3 5 3 0 1 2 4 4 1 1 1 0 3 1 23 0 3 0 37 4 1 4 0 1 3 1 10 1 0 6 2 1 2 1 16 2 10 2 1 0 1 6 1 7 7 6 2 15 4 18 3 1 0 7 2 4 4 0 5 2 1 0 4 1 1 1 1 3 9 6 1 2 6 1 2 1 20 1 2 2 0 10 1 9 2 5 0 13 6 0 2 1 1 2 12 0 0 10 0 2 3 1 4 3 1 1 3 0 1 2 2 1 6 1 33 1 2 2 3 32 2
"good-looking" 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 2 0 1 0 0 1 0 0 0 0 1 0 1 2 0 0 0 0 0 2 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 3 0 0 1 0 3 0
"good-natured" 0 0 1 2 1 2 0 1 0 1 1 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 2 1 1 0 2 0 1 0 1 0 0 0 0 0 0 1 0 1 1 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 1 0 0 0 1 2 1 1 0 0 0 0 0 0 1 0 2 4 5 0 0 0 0 0 4 0 2 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 6 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1 0 1 2 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 4 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 5 1
"graceful" 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0
"gracious" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 2 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"grateful" 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0 2 2 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 1 0 0 3 0 1 3 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 3 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 0 0 0 0 1 1 0 0 0 0 1 0 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 2 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 3 1 0 0 0 2 0
"great" 1 0 8 9 13 9 1 0 6 9 6 1 1 1 3 1 1 6 8 1 2 4 1 2 2 3 3 1 5 9 0 4 2 4 4 6 0 2 1 1 1 1 2 1 0 1 1 2 8 14 0 2 5 2 1 6 0 1 3 1 4 0 1 1 2 1 6 7 2 1 2 5 5 3 0 5 15 0 3 1 9 2 2 0 3 2 1 12 13 37 2 4 2 1 3 0 1 12 24 5 2 1 4 1 3 3 6 3 1 0 2 4 6 1 1 1 1 2 2 22 0 2 1 39 4 1 4 1 1 2 1 6 0 0 7 3 1 3 1 16 3 10 3 1 1 1 5 1 7 8 4 2 14 4 16 3 1 1 6 2 4 4 1 6 4 1 1 5 1 1 2 1 2 6 5 0 1 3 1 2 0 21 1 2 1 1 12 0 7 2 4 0 11 5 1 2 1 1 2 13 0 0 10 0 2 5 1 2 4 1 1 2 0 1 3 2 5 5 2 39 2 3 3 4 31 1
"greedy" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0
"handsome" 1 0 2 3 4 3 0 0 1 3 1 0 0 0 1 2 1 3 1 1 1 2 0 0 0 1 0 0 1 5 0 1 1 0 0 1 1 1 1 0 0 0 0 0 2 1 1 0 1 5 0 0 3 1 0 2 0 1 0 0 2 0 0 1 0 0 2 4 2 1 0 4 3 0 1 0 7 1 0 0 2 0 0 0 0 1 0 2 2 12 1 2 1 0 1 12 0 0 6 0 0 0 2 0 1 1 1 0 0 1 1 1 2 1 0 0 0 1 0 6 0 1 0 11 2 0 1 0 0 0 0 2 0 0 2 1 1 0 1 6 1 5 2 0 0 0 4 0 3 1 1 0 2 1 5 0 0 0 2 0 0 1 0 3 1 1 0 1 0 0 0 1 0 3 1 0 0 0 0 0 0 6 0 0 2 0 2 1 2 1 1 0 6 1 0 2 0 0 2 1 0 0 4 0 0 0 0 2 1 0 1 0 0 0 1 1 2 1 0 10 0 1 1 1 11 0
"happy" 0 0 6 3 5 9 1 0 3 6 5 1 1 1 3 0 0 2 4 0 2 1 1 2 0 1 2 0 5 6 0 5 0 3 2 4 0 3 0 0 1 1 1 1 2 0 0 2 4 8 0 1 5 1 0 4 0 1 1 2 6 1 0 0 1 1 6 6 3 0 1 2 4 2 1 3 10 1 3 1 8 2 1 0 3 3 1 6 9 22 1 4 0 1 3 24 0 6 0 3 2 1 4 1 2 3 3 4 0 1 1 1 2 1 0 1 0 1 3 9 0 1 0 24 3 0 4 0 0 2 1 5 0 0 6 1 0 1 0 7 1 8 1 1 1 2 2 1 3 3 4 2 8 3 9 4 0 0 4 1 5 3 0 4 1 0 1 3 1 0 1 1 1 3 3 0 2 4 0 2 0 13 1 3 1 0 5 1 4 1 2 1 6 3 1 0 1 1 1 8 0 0 6 0 1 2 1 1 3 1 0 1 0 0 2 2 1 3 1 23 2 1 0 3 16 0
"hard" 0 0 2 0 0 2 0 0 4 2 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 2 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 3 0 1 0 1 2 0 0 0 0 2 1 2 6 1 0 1 0 1 5 0 0 3 0 0 1 1 1 1 2 0 1 0 0 0 0 0 0 0 1 0 0 1 5 0 0 0 3 0 0 0 0 0 0 1 1 1 0 2 0 0 1 0 2 0 2 0 0 0 0 0 0 0 2 0 0 2 0 3 0 0 0 2 0 0 2 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 2 0 1 0 1 0 0 0 0 2 0 0 0 1 0 3 1 0 0 0 0 0 2 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 7 1 0 0 0 3 0
"harmless" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 0 2 0
"helpless" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0
"honest" 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 1 0 0 2 0 3 0 1 2 2 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 2 0 1 0 0 2 0 1 3 4 0 1 0 1 1 4 0 2 4 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 5 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1 0 0 0 0 0 0 0 2 0 0 0 2 1 2 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 2 2 0 0 1 0 0 0 3 0 0 0 0 2 0 1 0 0 0 0 2 0 0 0 0 0 3 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 5 1 0 0 0 2 0
"hopeful" 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
"ignorant" 0 0 2 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 1 0 1 1 0 1 0 0 1 2 0 3 1 0 0 0 0 3 0 1 2 1 1 0 0 1 0 0 1 0 0 0 2 1 1 0 0 1 0 0 0 1 0 0 1 3 1 0 0 0 0 1 1 0 0 1 2 0 0 0 0 0 0 2 1 0 0 0 0 0 0 1 2 0 3 1 1 0 0 0 1 0 1 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 2 0 1 0 0 4 0
"impatient" 0 0 1 1 3 0 0 0 2 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 0 1 0 1 2 1 3 0 0 0 1 0 3 0 1 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 1 0 3 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 1 2 0 0 0 0 2 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 2 0 3 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 4 0 0 0 1 3 0
"important" 0 0 2 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 2 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 3 0 5 0 0 0 0 1 6 0 1 3 0 1 0 0 0 1 0 0 0 0 0 1 0 3 0 0 0 0 0 0 2 0 0 0 4 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 1 1 0 0 1 0 2 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 3 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 2 1 0 4 0 1 2 0 4 0
"independent" 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 1 0 0 0 1 3 0 0 0 0 1 3 0 0 4 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 2 0 0 0 3 1 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 3 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 2 0 0 2 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 4 1 0 0 1 4 0
"innocent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0
