"" "#-foolish" "#-good" "#-great" "#-handsome" "#-happy" "#-irritated" "#-little" "#-open" "#-pleased" "#-pleasing" "#-pretty" "#-satisfied" "#-shy" "#-talkative" "#-tall" "#-thin" "#-tired" "#-well" "#-wise" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "amusing" "angry" "anxious" "argumentative" "ashamed" "attentive" "attractive" "awake" "awkward" "bad" "beautiful" "bitter" "blind" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "conceited" "concerned" "confident" "confused" "considerate" "consistent" "cool" "courageous" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "distinguished" "eager" "elderly" "embarrassed" "embarrassing" "encouraged" "encouraging" "energetic" "entertaining" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "feminine" "fine" "firm" "foolish" "forgiving" "fortunate" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "harmless" "healthy" "helpless" "honest" "ignorant" "impatient" "impolite" "important" "inconsiderate" "independent" "innocent" "insane" "intellectual" "intelligent" "interested" "interesting" "irrational" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "lucky" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "observant" "old" "open" "ordinary" "original" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "prejudiced" "pretty" "private" "productive" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "remarkable" "respectable" "respectful" "rich" "ridiculous" "romantic" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "sincere" "social" "spoiled" "spontaneous" "stable" "straightforward" "strange" "strict" "strong" "stupid" "successful" "suspicious" "sweet" "talkative" "tall" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "uncomfortable" "unfair" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "well" "wise" "witty" "wonderful" "worthy" "young" "rough" "violent" "unemployed" "youthful"
"affectionate" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 2 0 1 0 0 0 2 2 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 4 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 6 1 4 0 0 1 0 0 0 0 0 2 0 0 0 0 1 1 1 0 0 0 0 0 2 0 0 4 0 0 0 0 0 0 3 0 0 2 0 0 0 3 2 0 0 0 0 1 1 1 1 0 4 0 0 1 0 2 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 2 0 1 0 0 1 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 2 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0
"afraid" 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 1 1 0 6 0 2 1 3 4 7 1 3 0 0 2 4 11 7 0 1 0 2 6 2 1 2 1 0 7 9 0 7 1 6 11 6 1 0 0 0 1 3 0 0 0 3 0 0 1 0 0 0 5 11 1 3 3 5 1 1 1 3 0 0 5 1 0 0 0 0 1 2 0 4 0 1 0 0 3 7 0 2 1 0 10 2 3 0 7 5 1 6 1 11 37 1 1 3 36 5 28 5 0 0 1 0 3 4 0 6 0 2 0 0 1 0 4 7 0 1 0 1 14 0 2 40 2 0 0 3 3 1 9 2 0 2 3 1 0 19 6 0 2 1 4 0 7 12 3 0 22 0 0 1 0 6 4 1 0 0 1 11 1 3 0 7 3 3 5 0 5 3 0 2 6 0 9 1 1 7 3 13 0 0 0 0 1 0 3 2 5 1 0 0 4 0 3 1 2 3 2 0 5 2 0 0 5 3 1 2 5 0 6 2 6 2 2 3 6 31 0 1 1 1
"agreeable" 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 6 0 0 3 0 2 1 6 0 5 2 0 0 2 7 4 0 4 0 2 3 0 1 1 0 1 4 2 1 7 0 3 9 11 2 0 1 0 4 2 2 0 0 0 1 2 0 1 4 0 4 3 1 0 2 3 1 3 2 2 0 0 2 0 0 1 0 1 0 0 2 6 0 2 0 0 3 5 1 1 0 0 11 0 0 1 6 5 0 3 1 15 34 2 0 3 29 10 18 1 0 0 1 0 5 2 0 3 0 1 1 0 0 0 3 9 0 0 1 0 7 0 1 30 3 0 2 2 2 1 10 1 0 2 2 0 0 12 8 0 1 0 2 0 12 12 6 0 16 1 1 1 1 6 3 0 1 0 1 9 0 3 1 5 6 0 3 0 4 0 0 1 4 0 8 3 0 6 7 10 1 1 1 0 1 1 1 1 10 1 2 0 5 1 1 0 0 2 0 2 1 1 1 1 1 1 2 0 3 2 5 2 1 1 0 1 8 26 1 0 0 1
"alert" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"alone" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 0 0 1 0 1 0 0 0 2 0 0 0 0 1 3 5 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 2 2 0 1 1 0 0 0 0 0 0 1 0 2 0 0 1 0 0 1 0 0 2 2 0 0 1 0 1 0 1 1 0 0 0 0 0 2 7 0 0 2 8 2 7 1 0 0 0 0 1 1 0 2 0 1 0 0 0 0 0 0 0 0 0 1 4 0 0 8 0 0 0 0 0 1 3 0 0 1 0 0 0 1 0 0 0 0 1 0 3 3 1 0 7 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 2 0 0 0 1 0 4 1 0 0 4 5 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 2 0 0 1 1 0 2 1 6 0 0 0 1
"amazing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 3 0 0 0 3 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 2 0 0 0 0 0 0 2 0 0 0 0
"amusing" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 0 2 0 1 0 1 0 1 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 0 0 0 3 1 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 5 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0 0 0 1 0 0 2 3 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 1 4 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 2 1 0 0 0 0 2 4 0 0 0 0
"angry" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 0 1 0 0 3 0 6 1 0 1 0 1 1 0 0 0 1 0 0 2 0 0 2 2 1 0 1 0 1 3 1 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 3 3 0 0 1 2 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 1 2 1 0 0 0 0 1 0 3 0 2 2 0 1 2 5 10 0 1 1 10 2 8 0 0 0 1 1 0 2 1 0 1 1 0 1 0 0 1 2 0 0 0 1 4 0 0 11 0 0 0 0 1 0 2 0 0 1 3 1 1 5 4 0 1 0 2 1 1 3 0 0 7 0 0 0 1 2 0 0 0 1 0 6 1 0 0 0 1 0 2 0 0 1 0 0 2 0 2 0 1 1 3 4 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 2 1 2 1 2 0 0 1 1 10 0 0 0 0
"anxious" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 2 7 6 1 2 0 2 3 0 0 3 0 0 1 2 4 2 0 2 0 1 2 0 4 0 2 0 7 0 0 4 0 2 3 4 1 0 1 0 3 1 2 0 0 0 0 0 1 1 1 1 4 6 0 1 3 2 0 0 0 2 0 0 3 1 0 0 0 0 0 2 0 4 0 0 0 1 1 3 1 0 0 0 3 1 1 0 2 2 1 1 1 5 23 0 0 4 21 4 15 1 0 0 0 0 0 1 0 5 0 0 1 0 0 0 2 5 0 0 0 1 6 0 0 24 2 0 0 4 1 1 5 1 0 2 2 0 0 7 6 0 0 0 0 0 4 9 2 1 12 0 0 2 0 5 2 1 0 0 1 10 0 1 0 3 4 0 3 0 2 1 1 2 2 0 7 3 0 3 2 7 1 0 0 0 1 1 2 2 2 0 0 0 3 0 1 1 0 2 0 1 0 2 0 0 4 0 1 2 1 1 4 1 3 1 0 1 1 13 0 0 1 0
"argumentative" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
"ashamed" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 5 0 1 0 1 6 3 0 0 1 1 0 2 2 1 1 0 0 1 1 2 2 0 0 2 3 1 0 4 0 1 3 3 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 3 2 0 0 1 2 0 0 3 1 1 0 1 1 0 0 0 0 0 1 0 3 1 2 0 1 4 1 0 0 0 0 4 0 1 0 3 3 0 1 1 6 16 0 0 0 17 1 10 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 3 0 0 0 0 7 0 2 16 3 0 0 0 1 1 5 0 0 2 2 0 1 6 5 1 0 0 4 0 3 7 1 0 10 0 0 2 1 1 1 0 0 0 0 7 0 0 0 2 0 1 1 0 1 0 0 0 2 0 5 0 0 5 2 4 0 0 0 1 0 1 2 0 4 1 0 0 2 1 0 0 0 1 0 1 1 1 0 1 0 0 0 0 2 2 4 1 1 1 0 3 3 12 0 0 0 0
"attentive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 1 0 0 0 0 3 3 1 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 0 3 6 0 0 0 7 2 3 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 8 1 0 0 1 1 0 0 0 0 0 1 0 0 2 3 0 0 0 0 0 2 2 1 0 3 0 0 0 0 1 0 0 0 1 0 4 0 0 0 3 2 0 2 0 0 0 0 0 1 0 2 0 0 1 2 4 0 0 0 0 0 1 1 0 3 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 3 0 2 0 1 0 0 0 1 4 0 0 0 0
"attractive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
"awake" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"awkward" 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 2 4 2 0 0 0 1 0 2 1 2 0 0 0 0 5 1 0 0 0 0 2 0 0 0 0 0 1 1 1 2 1 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 2 0 0 0 1 3 0 2 0 0 11 0 0 2 8 0 5 0 0 1 0 0 2 1 0 2 0 0 0 0 0 0 2 3 0 0 0 0 3 0 0 9 1 0 0 0 0 0 1 3 0 1 1 0 0 5 3 0 0 0 1 0 2 3 2 1 4 0 0 1 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 3 0 2 1 0 1 3 4 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 3 0 1 2 0 0 0 1 2 1 0 0 1 2 0 2 1 1 0 1 7 1 0 0 0
"bad" 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 0 0 1 1 2 11 7 0 1 1 1 1 4 0 2 3 0 1 5 0 7 0 2 0 1 4 0 0 0 2 1 2 5 0 4 1 3 5 3 1 0 0 0 4 0 1 1 0 1 0 1 0 0 3 0 1 6 1 1 2 2 1 0 2 2 0 1 3 0 0 1 0 1 0 0 2 5 0 0 1 0 1 8 1 1 0 0 7 0 2 1 4 3 1 1 0 11 27 0 0 3 34 5 20 2 1 2 0 1 2 1 0 3 1 1 0 0 0 1 0 5 1 0 1 1 8 0 3 33 2 0 0 2 1 0 8 4 0 2 3 1 0 14 5 0 0 0 3 0 3 5 4 0 16 0 0 0 0 5 2 0 0 0 0 6 1 0 0 3 3 1 4 0 2 1 0 0 4 0 12 1 1 4 4 11 2 1 1 0 1 0 0 0 9 0 0 0 4 1 1 0 1 5 1 3 3 2 0 0 6 2 4 1 5 1 2 2 4 0 1 4 3 20 0 1 0 0
"beautiful" 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 7 4 0 1 0 1 1 2 0 1 3 1 0 1 7 0 1 2 0 1 2 0 0 1 1 0 1 5 0 6 0 3 3 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 1 4 1 1 2 1 1 0 1 1 0 0 0 0 0 0 1 1 5 0 0 0 0 2 0 1 1 0 0 3 0 2 0 0 1 0 3 0 6 15 1 0 0 14 5 11 1 1 0 0 0 2 2 0 1 0 2 0 0 0 0 0 4 0 0 0 1 3 0 1 18 2 0 0 0 2 1 5 1 0 0 3 0 0 7 3 0 1 0 1 0 3 7 5 0 5 0 0 0 0 4 1 0 0 0 0 5 1 0 0 4 1 1 5 0 3 1 0 1 2 0 5 0 1 4 1 6 1 1 0 0 1 0 1 0 2 0 0 2 1 0 0 1 0 2 0 1 1 1 0 0 3 1 0 0 4 1 5 2 3 0 1 1 0 10 0 0 0 0
"bitter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"blind" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 4 0 2 0 0 0 2 0 0 0 0 0 0 2 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 2 1 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 2 0 0 0 0 2 3 0 0 0 1 2 0 1 1 1 1 0 1 0 1 5 1 0 2 5 2 4 2 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 6 0 1 0 0 0 0 2 0 0 0 0 0 0 2 1 1 0 0 0 0 1 2 2 0 4 0 0 0 0 1 1 0 0 0 1 2 0 0 0 1 2 0 2 0 1 0 0 0 0 0 1 0 0 1 1 4 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 1 0 3 0 0 0 0
"bright" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 2 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"brilliant" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 1 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 1 2 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 1 0 1 0 1 5 0 0 0 3 2 4 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 5 2 0 0 0 1 0 1 0 0 0 0 0 0 3 3 0 1 1 0 0 1 1 2 0 2 1 1 0 0 1 1 0 0 0 0 3 0 0 0 3 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 0 4 0 1 0 0 1 1 5 0 0 0 0
"busy" 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 6 3 0 1 0 3 0 2 0 1 0 1 0 2 4 2 1 1 0 0 0 0 0 0 0 0 3 1 0 2 1 2 3 4 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 3 1 0 2 2 0 0 0 2 1 0 5 0 0 0 0 0 0 1 0 0 0 1 0 0 2 4 0 0 0 1 2 1 0 0 1 2 1 0 0 1 11 1 0 4 14 2 8 0 0 1 0 0 3 3 0 2 0 2 0 0 0 0 1 4 0 0 0 0 6 0 0 14 0 1 0 0 0 1 4 2 0 0 2 0 0 7 1 0 1 0 3 0 3 2 3 0 9 0 0 0 0 1 1 0 0 1 0 5 0 0 0 1 4 0 3 0 2 1 0 1 2 0 3 0 1 4 1 11 1 1 1 1 0 0 0 0 4 1 0 2 3 0 1 2 1 1 1 0 3 0 1 0 2 0 0 1 2 2 2 0 0 0 0 2 2 11 0 0 0 0
"calm" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 3 1 0 0 0 0 0 2 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 3 0 0 0 0
"capable" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 1 0 0 2 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 1 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 5 0 0 0 5 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 5 0 0 0 0 0 0 3 0 0 1 1 0 0 3 1 0 0 0 0 0 0 2 1 0 5 0 0 1 0 2 1 0 1 0 0 3 0 0 0 2 0 0 1 1 0 0 0 0 3 0 1 1 0 0 0 2 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0
"careful" 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 0 0 0 5 1 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 3 0 0 4 0 0 0 1 0 0 3 0 0 0 0 0 0 4 0 0 0 0 0 0 1 1 1 1 1 0 1 0 0 2 1 0 0 0 0 0 0 0 0 1 1 0 2 1 1 0 0 0 2 0 1 0 0 1 2 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 3 0 0 0 0
